# OBJECT NAME          RA        Dec      Epoch   Preferred   Guiding  Guider
#                   HH MM SS   DD MM SS           Pier Side   Star?    Position
#                                                             1-yes    [cm]
NGC7380             22 45 30   57 55 00   1960    E           1        4.3








NGC654              01 41 18  61 41 00  1960
NGC659               1 44 24  60 40 24  2000
NGC663              01 43 36  61 01 00  1960
NGC884              02 22 23  57 07 30  2000
NGC890              02 22 00  33 16 14  2000
NGC891              02 22 33  42 20 46  2000
NGC896               2 25 48  61 59 00  2000
NGC957               2 33 21  57 33 36  2000
NGC1193              3  5 48  44 23  0  2000 
NGC1333             03 29 02  31 20 54  2000
NGC1491              4  3 21  51 18 54  2000
NGC1502              4 07 48  62 20  0  2000
NGC1579             04 30 09  35 16 19  2000
NGC1624             04 40 36  50 27 42  2000
NGC1778             05 08 04  37 01 24  2000
NGC1788             05 06 54 -03 -20 -30  2000
NGC1857             05 20 06  39 20 36  2000
NGC1893              5 22 42  33 25 00  2000
NGC1931             05 31 25  34 14 42  2000
NGC1960              5 36 12  34 06 24  2000
NGC2129              6 01 06  23 19 00  2000
NGC2158              6 07 30  24 06 00  2000
NGC2169             06 08 27  13 55 51  2000
NGC2175              6 09 53  20 30 15  2000
NGC2244             06 32 24  04 52 00  2000
NGC2264              6 41 00   9 28 00  2000
NGC2301             06 51 45  00 27 36  2000
NGC2371              7 25 36  29 29 00  2000
NGC2281              6 48 17  41 04 42  2000
NGC2301             06 51 45  00 27 36  2000
NGC2392              7 29 12  20 54 00  2000
NGC2403              7 36 48  65 37  0  2000
NGC2841              9 22 02  50 58 40  2000
NGC2903              9 32 10  21 30 03  2000
NGC3079             10 01 58  55 40 47  2000
NGC3184             10 18 17  41 25 26  2000
NGC3190             10 18 05  21 49 52  2000
NGC3379             10 47 50  12 34 54  2000
NGC3607             11 16 55  18 03 04  2000
NGC3631             11 21 03  53 10 11  2000
NGC3842             11 44 02  19 56 59  2000
NGC3953             11 53 49  52 19 36  2000
NGC3972             11 55 45  55 19 14  2000
NGC3992             11 57 36  53 23  0  2000
